SKU,QTY,Cost
ASH20-09-910,0.0,1.673081
ASH20-09-929,0.0,2.710126
ASH20-09-975,0.0,1.99
ASH2948,0.0,15.410151
ASH30-00-007,0.0,3.553077
ASH30-00-012,0.0,3.04
ASH30-09-907,0.0,4.154185
ASH30-09-911,0.0,2.17
ASH30-09-988,0.0,5.071968
ASH30-09-989,0.0,1.58
ASH30-09-995,0.0,2.76
ASH30-09-997,0.0,3.09
ASH30-K0-018,0.0,2.84223
ASH30-M0-002,0.0,4.65
ASH32290,0.0,8.13
ASH36156,0.0,6.09
ASH36323,0.0,4.941605
ASH37203,0.0,9.52
ASH37285,0.0,10.61
ASH37287,0.0,11.07
ASH38016,0.0,4.16837
ASH38323,0.0,13.597192
ASH39120,0.0,17.37
ASH45-09-917,0.0,8.47
ASH4593822AB,0.0,17.22
ASH4641883AE,0.0,46.970719
ASH4668519AE,0.0,43.284395
ASH4668665AA,0.0,64.66
ASH4726067AA,0.0,4.03
ASH4726067AAS,0.0,2.448646
ASH4743044AA,0.0,2.406487
ASH4779713AA,0.0,15.41
ASH4779884AA,0.0,22.09
ASH4782561AE,0.0,17.096312
ASH4796016,0.0,11.503656
ASH4796233AB,0.0,2.95685
ASH4861630AA,0.0,13.18
ASH4891967AC,0.0,2.540782
ASH4897159AB,0.0,32.660978
ASH5006759AB,0.0,10.974876
ASH5006781AB,0.0,12.226681
ASH5015610AC,0.0,4.145523
ASH5066780AA,0.0,5.341754
ASH5072440AB,0.0,14.0
ASH5072669AA,0.0,32.42
ASH5080146AA,0.0,8.48
ASH5085822AB,0.0,8.47
ASH5086581AA,0.0,22.09
ASH5093911AB,0.0,22.23
ASH5106018AC,0.0,71.272119
ASH5106023AA,0.0,71.44
ASH5106058AA,0.0,89.54158
ASH5109514AB,0.0,3.68
ASH5109604AE,0.0,4.165489
ASH5118C,0.0,13.726689
ASH512167,0.0,15.81
ASH512302,0.0,36.0
ASH512513,0.0,32.31
ASH513075,0.0,34.96
ASH513084,0.0,43.4
ASH513107,0.0,31.4
ASH513123,0.0,20.40658
ASH513176,0.0,36.766376
ASH513177,0.0,35.155748
ASH513225,0.0,27.03
ASH513234,0.0,37.0
ASH513263,0.0,30.79
ASH513270,0.0,36.0
ASH513272,0.0,37.504827
ASH513273,0.0,31.5
ASH513349,0.0,26.08
ASH51963547,0.0,12.53
ASH51977574AA,0.0,7.06
ASH52088217AB,0.0,12.28253
ASH52088425,0.0,2.64
ASH52104289AE,0.0,47.52
ASH52104289AG,0.0,47.096641
ASH52124302AC,0.0,1.456842
ASH52124762AB,0.0,25.13
ASH5273996AE,0.0,14.74
ASH53000,0.0,12.39
ASH53000C,0.0,10.280505
ASH53001,0.0,15.93
ASH53004,0.0,12.12
ASH53004C,0.0,10.042173
ASH53010,0.0,7.32
ASH53019,0.0,16.17
ASH53023,0.0,18.0
ASH53024,0.0,18.55
ASH53026,0.0,20.931946
ASH53026C,0.0,14.436901
ASH53027,0.0,17.882006
ASH53036,0.0,4.97
ASH53040,0.0,21.62
ASH53042,0.0,9.86
ASH53043,0.0,12.0
ASH53044,0.0,17.05
ASH53050,0.0,7.54
ASH53052,0.0,17.21
ASH53063,0.0,13.13
ASH53068,0.0,21.11
ASH5346,0.0,7.02
ASH5360,0.0,5.75
ASH5362,0.0,6.08
ASH5373,0.0,11.41
ASH5397,0.0,6.09
ASH55036,0.0,7.1
ASH55056,0.0,11.96
ASH55057,0.0,12.25
ASH55057C,0.0,18.067509
ASH55362108AC,0.0,3.140304
ASH57010050AC,0.0,3.61
ASH5703,0.0,20.26
ASH5704,0.0,7.16
ASH5704C,0.0,14.924537
ASH5797,0.0,13.36
ASH60-09-992,0.0,14.374174
ASH60-09-992C,0.0,22.100065
ASH62-00-012,0.0,16.45
ASH62-00-019,0.0,14.81
ASH62-09-908,0.0,17.909943
ASH62-09-920,0.0,15.03
ASH68-00-002,0.0,30.98
ASH68000800AA,0.0,2.57
ASH68027359AA,0.0,17.633184
ASH68027611AB,0.0,14.223095
ASH68031574AA,0.0,19.305854
ASH68059904AD,0.0,273.008457
ASH68059905AD,0.0,273.008457
ASH68157161AB,0.0,21.04
ASH68212327AA,0.0,12.3
ASH68286387AA,0.0,13.14
ASH71377,0.0,15.54
ASH71572,0.0,18.3
ASH71592,0.0,19.43
ASH71775824,0.0,4.53
ASH72367,0.0,20.81
ASH72368,0.0,20.81
ASH72401,0.0,13.55
ASH72509,0.0,26.54
ASH72510,0.0,26.47
ASH7570,0.0,7.02
ASH7670,0.0,7.61
ASH7703,0.0,9.021629
ASH77367417,0.0,11.0
ASH7876,0.0,10.74
ASH80002,0.0,20.8
ASH80021,0.0,19.99
ASH80101,0.0,20.51
ASH80871,0.0,13.284241
ASH81057,0.0,11.767265
ASH81122,0.0,9.990871
ASH82208300-K,0.0,2.212242
ASH90-00-004,0.0,7.912594
ASH900028,0.0,5.0
ASH900952,0.0,21.73
ASH902907,0.0,8.37319
ASH902945,0.0,10.28
ASH902946,0.0,4.84
ASH903926,0.0,7.8
ASH903975,0.0,9.2
ASH905902,0.0,7.8
ASH905903,0.0,7.8
ASH905911,0.0,11.67
ASH905922,0.0,10.69
ASH905966,0.0,8.12
ASH905967,0.0,8.12
ASH905968,0.0,8.12
ASH907994,0.0,7.22
ASH908984,0.0,9.85
ASH911278,0.0,13.23
ASH911527,0.0,11.66
ASH92-00-002,0.0,42.3
ASH92-00-012,0.0,21.13
ASH92-00-015,0.0,46.75
ASH9644,0.0,11.208158
ASHA10,0.0,4.422338
ASHA49SET,0.0,11.06
ASHALS1133,0.0,10.1
ASHALS1931,0.0,10.1
ASHALS1936,0.0,10.1
ASHALS2008,0.0,10.01
ASHALS2084,0.0,6.312982
ASHALS49,0.0,9.82
ASHALS50,0.0,9.52
ASHALS55,0.0,8.77
ASHAW5097,0.0,11.43
ASHAW6010,0.0,15.46
ASHAW6231,0.0,10.6
ASHAW7126,0.0,8.09
ASHAW7136,0.0,16.49
ASHAW7150,0.0,9.35
ASHAW7153,0.0,19.13
ASHAW7156,0.0,8.4
ASHAW7161,0.0,18.69
ASHAW7163,0.0,19.036069
ASHAW7164,0.0,16.29
ASHAW7165,0.0,11.87
ASHB643,0.0,7.98
ASHB701,0.0,6.98
ASHB761,0.0,8.11
ASHB771,0.0,11.449699
ASHB774,0.0,9.312433
ASHB777,0.0,8.54
ASHB807,0.0,9.55
ASHB810,0.0,10.4
ASHB843,0.0,9.366955
ASHB886,0.0,7.144793
ASHB908,0.0,8.28
ASHB919,0.0,9.84
ASHB941,0.0,9.948933
ASHB986,0.0,7.86777
ASHBC94573,0.0,6.355141
ASHBC95103,0.0,3.85
ASHBC95104,0.0,4.99
ASHBC95342,0.0,5.474648
ASHBC95344R,0.0,6.517479
ASHBC95347,0.0,18.45
ASHBC95425,0.0,4.54
ASHBC95522,0.0,5.352545
ASHBC95533,0.0,5.093551
ASHBC95998,0.0,7.568685
ASHBC96001,0.0,4.23
ASHBC96101,0.0,4.2
ASHBC96125,0.0,7.568685
ASHBC96681,0.0,3.58
ASHBH383524,0.0,20.09
ASHBH383525,0.0,12.51
ASHBH38605,0.0,4.17
ASHBH38646,0.0,3.51
ASHC660319,0.0,3.31
ASHCA10118,0.0,2.63
ASHCA10228,0.0,3.68
ASHCA10516,0.0,2.12591
ASHCA10755,0.0,2.225141
ASHCA11048,0.0,5.4
ASHCA3559,0.0,1.743725
ASHCA3660,0.0,1.9
ASHCA3901,0.0,2.015242
ASHCA7432,0.0,1.88
ASHCA7440,0.0,1.769793
ASHCA8606,0.0,1.97
ASHCA8755,0.0,4.38
ASHCA8817,0.0,1.705045
ASHCA9054,0.0,1.510799
ASHCA9778,0.0,4.72
ASHCA9838,0.0,2.16
ASHCA9900,0.0,15.835562
ASHCA9953,0.0,4.49
ASHCF10363,0.0,2.4
ASHCF10364,0.0,2.42
ASHCF10371,0.0,2.6
ASHCF10729,0.0,1.489216
ASHCF10743,0.0,1.450665
ASHCF11183,0.0,1.77
ASHCF9597,0.0,1.85
ASHCF9597OG,0.0,2.73
ASHCH001S,0.0,72.73
ASHCH10955,0.0,1.84
ASHCH822106A,0.0,47.18
ASHCM140986,0.0,109.41
ASHD1037,0.0,4.78
ASHD1053,0.0,8.89
ASHD1056,0.0,9.98
ASHD1057,0.0,6.450306
ASHD1058,0.0,7.870847
ASHD1059,0.0,8.41
ASHD1080,0.0,11.81
ASHD1087,0.0,7.439424
ASHD1119,0.0,6.94
ASHD1120,0.0,6.88
ASHD1149,0.0,10.83
ASHD1273,0.0,6.388522
ASHD1274,0.0,7.48
ASHD1326,0.0,7.4
ASHD1455,0.0,13.14
ASHD1498,0.0,9.41
ASHD1589,0.0,8.09182
ASHD1596,0.0,8.76
ASHD1734,0.0,7.31
ASHD477,0.0,7.71
ASHD522,0.0,7.61
ASHD591,0.0,7.48
ASHD650,0.0,8.94
ASHD658,0.0,0.0
ASHD666,0.0,6.29
ASHD751,0.0,7.21
ASHD784,0.0,9.84
ASHD785,0.0,7.029045
ASHD785NEVAIDĪT_ŠEIT,0.0,14.1
ASHD790,0.0,5.97
ASHD791,0.0,7.292108
ASHD841,0.0,12.19
ASHD856,0.0,4.42
ASHD858,0.0,7.218451
ASHD866,0.0,6.593559
ASHD868,0.0,6.37
ASHD869,0.0,11.041407
ASHD945,0.0,7.565694
ASHD981,0.0,5.14
ASHD997,0.0,8.4
ASHD998,0.0,8.46
ASHDS1238,0.0,19.08
ASHEM2947,0.0,13.22
ASHES3094,0.0,4.14
ASHES3096,0.0,3.377715
ASHES3173,0.0,3.9
ASHES3474,0.0,6.237442
ASHES3475,0.0,6.69
ASHES3537,0.0,3.75
ASHES3571,0.0,3.496421
ASHES3614,0.0,3.863329
ASHES3624,0.0,13.003661
ASHEV405,0.0,8.63
ASHEV80645,0.0,3.6
ASHFT1039,0.0,3.777586
ASHFT1122,0.0,5.989239
ASHFT1141,0.0,6.64
ASHFT1214A,0.0,9.1
ASHFT1222,0.0,8.819275
ASHFT1223A,0.0,8.949719
ASHFT1236,0.0,6.307238
ASHFT1240,0.0,8.622346
ASHG11296,0.0,3.604335
ASHG63424,0.0,10.58
ASHG63425,0.0,11.76
ASHG6582,0.0,6.997478
ASHG69473,0.0,9.98
ASHG7610,0.0,9.91
ASHG7760,0.0,7.902217
ASHG8414,0.0,5.147508
ASHG9344,0.0,2.227373
ASHHA590317,0.0,34.13
ASHK060865,0.0,7.17
ASHK070801,0.0,7.230253
ASHK080981,0.0,13.27
ASHK200171,0.0,1.05
ASHK200181,0.0,6.863345
ASHK201338,0.0,4.59
ASHK3171,0.0,2.51
ASHK3174,0.0,4.0
ASHK3185,0.0,3.982035
ASHK3196,0.0,5.3
ASHK3198,0.0,18.0
ASHK3202,0.0,4.213722
ASHK500063,0.0,4.2
ASHK500120,0.0,3.39
ASHK620066,0.0,32.67
ASHK620244,0.0,11.84
ASHK660205,0.0,12.91
ASHK6700,0.0,4.18
ASHK7185,0.0,3.0
ASHK7258,0.0,3.009441
ASHK7348,0.0,2.69
ASHK7410,0.0,0.938854
ASHK7450A,0.0,4.715852
ASHK750382,0.0,3.28
ASHK80258,0.0,4.273403
ASHK80264,0.0,3.62
ASHK80604,0.0,4.035992
ASHK80629,0.0,4.10074
ASHK80996,0.0,4.10074
ASHMC390378,0.0,35.04
ASHOJ1688,0.0,16.57
ASHPA1056,0.0,12.82
ASHPH10060,0.0,0.86
ASHPH16,0.0,1.62
ASHPH3506,0.0,1.389457
ASHPH3600,0.0,0.69
ASHPH3614,0.0,1.23
ASHPH3675,0.0,1.89
ASHPH8316,0.0,1.5
ASHPH8A,0.0,1.8
ASHPS317,0.0,15.151157
ASHRK640797,0.0,10.456888
ASHSG214002,0.0,4.83
ASHSG214056,0.0,4.187072
ASHSG214069,0.0,3.78
ASHSG314030,0.0,5.0
ASHSG314036,0.0,3.539587
ASHSG314047,0.0,3.53
ASHSG314048,0.0,3.68
ASHSG314073,0.0,3.498958
ASHT41002,0.0,5.147508
ASHTBK265,0.0,36.507382
ASHTBK265H,0.0,71.7
ASHTBK465,0.0,29.829901
ASHTBK502,0.0,37.9
ASHUF198,0.0,5.277005
ASHUF305,0.0,19.12
ASHUF97,0.0,5.277005
ASHWC370027,0.0,6.3
ASHWC370191,0.0,3.97
ASHWC37862,0.0,3.62
ATE53006,0.0,28.07
ATE55055,0.0,35.638806
ATE55069,0.0,18.741079
ATE5578,0.0,27.51
ATE5595,0.0,35.433275
ATED820,0.0,12.6
ATL16454,0.0,3.82
ATL17,0.0,1.99
ATL17401,0.0,7.62
ATL18,0.0,2.06
ATL2057NA,0.0,0.35
ATL24864,0.0,6.0
ATL2732,0.0,14.647577
ATL2739,0.0,15.0
ATL2756,0.0,16.280089
ATL28,0.0,4.08
ATL3057NA,0.0,0.83
ATL31465,0.0,33.33388
ATL36100,0.0,4.74
ATL36192,0.0,9.92
ATL38015,0.0,6.0
ATL38027,0.0,4.0
ATL38105,0.0,18.33
ATL41202,0.0,8.0
ATL41204,0.0,2.67
ATL41208,0.0,2.08
ATL41224,0.0,3.14
ATL41514,0.0,2.32
ATL512250,0.0,53.07
ATL512330,0.0,44.62
ATL513023,0.0,9.43
ATL513075,0.0,28.83
ATL515003,0.0,49.33
ATL515049,0.0,70.0
ATL515065,0.0,50.078298
ATL53005,0.0,37.34
ATL53052,0.0,23.14
ATL5356,0.0,16.0
ATL5371,0.0,9.31
ATL5373,0.0,17.67
ATL5386,0.0,27.77
ATL54011,0.0,19.11
ATL55036,0.0,20.0
ATL55097,0.0,41.41
ATL7322K,0.0,6.99
ATL8968,0.0,19.0
ATLB1023,0.0,19.044779
ATLB643,0.0,7.93
ATLB698,0.0,9.772557
ATLB723,0.0,19.33
ATLB752,0.0,12.801018
ATLB771,0.0,15.13
ATLB852,0.0,15.352348
ATLB919,0.0,22.15
ATLB932,0.0,12.700197
ATLB947,0.0,15.82
ATLB961,0.0,16.826934
ATLCA5058,0.0,4.04
ATLCA8039,0.0,8.89
ATLCA9332,0.0,4.33
ATLCF8109,0.0,3.88
ATLD1159,0.0,13.66
ATLD1278,0.0,17.93
ATLD1286,0.0,6.730773
ATLD1363,0.0,27.51
ATLD1377,0.0,12.5
ATLD1509,0.0,18.81453
ATLD1611,0.0,13.88
ATLD1640,0.0,21.92
ATLD199,0.0,15.878005
ATLD2169S,0.0,20.342631
ATLD269,0.0,6.0
ATLD369,0.0,17.1157
ATLD370,0.0,7.8
ATLD375,0.0,17.65559
ATLD377,0.0,6.98
ATLD412,0.0,6.0
ATLD522,0.0,7.61
ATLD591,0.0,11.67
ATLD610,0.0,16.61
ATLD655,0.0,10.89
ATLD702,0.0,12.47
ATLD702.,0.0,12.47
ATLD711,0.0,18.56
ATLD757,0.0,7.04
ATLD850,0.0,8.42
ATLD888,0.0,9.04
ATLD897,0.0,7.23
ATLD905,0.0,10.18
ATLEV800416,0.0,9.89
ATLFT1131,0.0,21.13
ATLFT1167,0.0,7.71
ATLG7333,0.0,5.294192
ATLG7740,0.0,7.97
ATLH5593A,0.0,6.0
ATLH5605,0.0,4.49
ATLH9004,0.0,1.92
ATLK060670,0.0,3.9
ATLK060705,0.0,7.0
ATLK060755,0.0,5.78
ATLK060805,0.0,6.96
ATLK060968,0.0,10.18
ATLK070890,0.0,8.0
ATLK8724,0.0,30.97
ATLS775,0.0,2.5
ATLWC370027,0.0,5.26
ATLWC370177,0.0,7.6
ATLWC37787,0.0,4.98
ATLWC37844,0.0,4.77
ATLWC37855,0.0,5.0
ATLWC37857,0.0,3.86
ATLWC37970,0.0,5.57
ATLWC37984,0.0,5.0
ATLWC9026,0.0,6.67
ATP103074 ,0.0,35.11
ATP4764,0.0,4.41
ATPB264,0.0,9.01
ATPJT510,0.0,10.06
ATPTG110,0.0,4.0
AUL0446,0.0,2.41
AUL3013,0.0,2.2
AUL3018,0.0,2.79
AUL3031,0.0,2.3
AUL3034,0.0,2.18
AUL3346,0.0,1.81
AUL3401,0.0,2.36
AUL5143,0.0,1.69
AUL5224XP,0.0,1.99
AUL7304,0.0,4.437371
AUL7440XP,0.0,5.11
AUL7963,0.0,1.025683
AUL7989,0.0,7.0
AULAP3015,0.0,4.216445
AULAP45,0.0,2.99
AULAP5263,0.0,2.0
AULAP5426,0.0,2.44
AULHT15,0.0,5.27
AUN3057NA,0.0,1.62
AUN513225,0.0,24.0
AUT45,0.0,3.486667
AUX535106052,0.0,119.63
AVC1199S,0.0,38.76
AVE18816,0.0,12.0
AWK1250,0.0,90.62
AX901200,0.0,19.42
AYD145521,0.0,23.79
AYD30010-FRSET,0.0,100.27
AYD300FRSET,0.0,95.4
AYD4743244ABB,0.0,3.0
AYD4782990AC,0.0,0.66
AYD5085417AD,0.0,4.0
AYD5085419AC,0.0,4.4
AYD5105270AA,0.0,6.55
AYD5105271AA,0.0,7.52
AYD5168158AB,0.0,38.34
AYD5168159AB,0.0,36.0
AYD52059983AG,0.0,12.09
AYD52088901AE,0.0,29.3
AYD52114354AA-B,0.0,6.8
AYD52124820AC,0.0,7.35
AYD52124821AC,0.0,7.35
AYD52124830AD,0.0,7.03
AYD52124840AB,0.0,6.7
AYD52125112AE,0.0,25.17
AYD52125113AE,0.0,25.17
AYD53006,0.0,22.39
AYD55054,0.0,18.59
AYD55067,0.0,20.98
AYD55133,0.0,20.87
AYD68037501AC,0.0,8.74
AYD68069648AB,0.0,5.25
AYD68091399AA,0.0,2.69
AYD68223716AB,0.0,2.36
AYD68318140AA,0.0,2.6
AYD9217633,0.0,3.13
AYDB1011,0.0,2.85
AYDB2001,0.0,5.72
AYDCA3002AL,0.0,7.96
AYDCA3002AR,0.0,8.25
AYDCA3003A,0.0,8.6
AYDCMS251112-B,0.0,3.4
AYDCMS251180,0.0,19.13
AYDCMS251181,0.0,19.13
AYDDS1235,0.0,11.8
AYDDS300005,0.0,13.3
AYDES3173,0.0,2.45
AYDES3446,0.0,2.24
AYDES3447,0.0,3.39
AYDES3472,0.0,4.8
AYDES3473,0.0,4.8
AYDES3474,0.0,4.4
AYDES3475,0.0,4.4
AYDES3531,0.0,4.29
AYDES3537,0.0,2.81
AYDES3571,0.0,3.96
AYDES3609,0.0,3.56
AYDES3614,0.0,2.81
AYDES800403,0.0,4.34
AYDES800594,0.0,4.15
AYDES800762,0.0,4.33
AYDES800763,0.0,4.38
AYDES800986,0.0,3.35
AYDES801426,0.0,8.66
AYDES801427,0.0,8.66
AYDES80646,0.0,3.08
AYDEV119,0.0,1.91
AYDEV800584,0.0,3.56
AYDEV800609,0.0,3.5
AYDEV800987,0.0,3.66
AYDEV801208,0.0,3.6
AYDEV80645,0.0,3.1
AYDEV80702,0.0,3.4
AYDK200160,0.0,0.87
AYDK200161,0.0,1.1
AYDK200182,0.0,5.43
AYDK200183,0.0,3.2
AYDK200185,0.0,3.75
AYDK200216,0.0,0.76
AYDK200220,0.0,1.2
AYDK200254,0.0,1.59
AYDK200341,0.0,4.98
AYDK200688,0.0,2.9
AYDK201184,0.0,2.58
AYDK201334,0.0,7.0
AYDK201335,0.0,7.0
AYDK3134,0.0,3.5
AYDK3134-85SET,0.0,5.26
AYDK3134-K7401SET,0.0,5.44
AYDK3167A,0.0,3.5
AYDK3185,0.0,3.08
AYDK3197,0.0,3.23
AYDK3198,0.0,20.71
AYDK3201,0.0,3.19
AYDK3202,0.0,3.12
AYDK500033,0.0,2.3
AYDK500063,0.0,2.83
AYDK500082,0.0,2.86
AYDK500250,0.0,2.07
AYDK500285,0.0,4.37
AYDK500286,0.0,3.7
AYDK500313,0.0,2.7
AYDK500318,0.0,4.29
AYDK620177,0.0,12.2
AYDK620178,0.0,12.2
AYDK620188,0.0,17.19
AYDK620665,0.0,6.19
AYDK620666,0.0,6.19
AYDK621374,0.0,40.8
AYDK621375,0.0,47.52
AYDK622224,0.0,14.42
AYDK622225,0.0,14.42
AYDK6700,0.0,3.62
AYDK7185,0.0,2.76
AYDK7211,0.0,12.06
AYDK7213,0.0,12.06
AYDK7258,0.0,2.9
AYDK7342,0.0,3.13
AYDK7395,0.0,3.72
AYDK7399,0.0,3.45
AYDK7411,0.0,4.03
AYDK7424,0.0,23.26
AYDK7425,0.0,25.02
AYDK7427,0.0,25.94
AYDK750026,0.0,5.04
AYDK750058,0.0,2.13
AYDK750137,0.0,2.75
AYDK750139,0.0,3.25
AYDK750185,0.0,2.5
AYDK750396,0.0,5.72
AYDK750579,0.0,3.95
AYDK750712,0.0,3.38
AYDK750798,0.0,3.6
AYDK750887,0.0,6.25
AYDK750899,0.0,4.17
AYDK80258,0.0,2.76
AYDK80262,0.0,3.22
AYDK80263,0.0,3.18
AYDK8030,0.0,3.52
AYDK80306,0.0,17.81
AYDK80308,0.0,17.46
AYDK80604,0.0,2.0
AYDK80629,0.0,3.18
AYDK80894,0.0,3.76
AYDK80996,0.0,3.3
AYDMS251112,0.0,21.26
AYDMS251143,0.0,6.1
AYDMS25652,0.0,5.44
AYDMS25653,0.0,5.44
AYDMS25734,0.0,4.67
AYDMS40675,0.0,3.52
AYDMS40894,0.0,0.95
AYDRK621602,0.0,38.09
AYDRK641504,0.0,38.09
AYDRK641794,0.0,10.48
AYDRK661215,0.0,10.41
B50,0.0,11.319621
B599,0.0,11.41
BA5Z6750A,0.0,9.663512
BARBH383302,0.0,7.99
BAW4895668AA,0.0,31.51
BAW4895669AA,0.0,31.51
BAW521949,0.0,53.940562
BAW521950,0.0,53.940562
BAW68282382AA,0.0,38.144994
BAW68282383AA,0.0,38.144994
BAW68282729AB,0.0,123.405711
BAWDS1046,0.0,22.53
BAWDS1238,0.0,26.35
BAWDS1312,0.0,22.12
BAWDS1423,0.0,14.5
BAWDS1452S,0.0,33.86331
BAWES2222L,0.0,14.58
BAWES2836,0.0,5.646434
BAWES2838,0.0,7.53
BAWES3238,0.0,4.657686
BAWES3488,0.0,8.944804
BAWES3578,0.0,11.29
BAWES3586,0.0,9.509266
BAWES3609,0.0,7.33
BAWES3691,0.0,10.07
BAWES800430,0.0,8.27
BAWES800431,0.0,14.38
BAWES800593,0.0,41.34
BAWES80311,0.0,6.5
BAWES80805,0.0,8.15
BAWEV405,0.0,3.91
BAWEV800289,0.0,8.73
BAWEV800416,0.0,11.07
BAWEV800432,0.0,7.9
BAWEV800958,0.0,6.88
BAWEV80645,0.0,5.61
BAWK200182,0.0,8.19
BAWK200183,0.0,4.12
BAWK201335,0.0,18.0
BAWK3137,0.0,8.11
BAWK3166,0.0,3.53
BAWK3167A,0.0,5.46
BAWK3200,0.0,6.374732
BAWK500250,0.0,10.91
BAWK5342,0.0,4.0
BAWK6292,0.0,8.719644
BAWK6366T,0.0,16.446807
BAWK643104,0.0,30.963793
BAWK6477,0.0,6.220814
BAWK6490,0.0,7.037575
BAWK6527,0.0,7.52259
BAWK6540,0.0,6.38
BAWK6541,0.0,8.51
BAWK6654,0.0,10.0
BAWK6665,0.0,6.17
BAWK6693,0.0,9.75
BAWK6696,0.0,9.84
BAWK6712,0.0,3.576023
BAWK700508,0.0,17.27
BAWK7084,0.0,5.55
BAWK7240,0.0,13.07
BAWK7242,0.0,6.2
BAWK7256,0.0,2.74
BAWK7275,0.0,3.59
BAWK7348,0.0,2.47
BAWK7371,0.0,4.48
BAWK7392,0.0,7.581884
BAWK7400,0.0,7.458561
BAWK7411,0.0,7.923631
BAWK7433,0.0,8.26
BAWK750243,0.0,7.653315
BAWK750887,0.0,19.272774
BAWK80009,0.0,40.08529
BAWK80011,0.0,33.417098
BAWK80068,0.0,27.13
BAWK80149,0.0,9.99
BAWK80212,0.0,8.428851
BAWK80213,0.0,7.163503
BAWK80306,0.0,28.85
BAWK80631,0.0,3.09
BAWK80669,0.0,38.87
BAWK80715,0.0,31.79
BAWK80826,0.0,28.65401
BAWK8195T,0.0,13.22
BAWK8678,0.0,12.039918
BAWK8708T,0.0,28.83
BAWK8710T,0.0,27.834341
BAWK8722,0.0,34.156496
BAWRK661097,0.0,17.21
BB5Z-6584-A,0.0,27.93
BB5Z17F000BA,0.0,27.56
BB5Z4N206A,0.0,10.883003
BBB19320092,0.0,91.25
BBB7120115A1,0.0,78.77
BBB7120132,0.0,41.76
BBP14178,0.0,2.7958
BBP14181,0.0,2.82
BBP14197,0.0,2.53
BBP14255,0.0,3.040432
BBP15289,0.0,2.423026
BBP15290,0.0,1.78
BBP15339,0.0,1.735726
BBP15396,0.0,3.541346
BBP16114,0.0,1.11832
BBP16115,0.0,2.95
BBP16117,0.0,1.980358
BBP16118,0.0,2.89
BBP16123,0.0,1.444496
BBP16124,0.0,1.549339
BBP16125,0.0,2.958888
BBP16129,0.0,2.59
BBP16144,0.0,2.65
BBP16153,0.0,1.81
BBP16203,0.0,1.491093
BBP16218,0.0,2.085201
BBP16228,0.0,1.74
BBP17401,0.0,8.73
BBP41100,0.0,1.735726
BBP41105,0.0,1.526041
BBP41122,0.0,1.863866
BBP41129,0.0,1.852217
BBP41147,0.0,1.78
BBP41149,0.0,1.793971
BBP41161,0.0,2.79
BBP41162,0.0,2.54
BBP41164,0.0,1.759024
BBP41165,0.0,1.654181
BBP41166,0.0,1.735726
BBP41173,0.0,2.59
BBP41174,0.0,2.842396
BBP41179,0.0,1.863866
BBP41183,0.0,2.085201
BBP41184,0.0,1.549339
BBP41193,0.0,1.898814
BBP41200,0.0,1.863866
BBP41202,0.0,2.55
BBP41203,0.0,1.724076
BBP41204,0.0,1.759024
BBP41208,0.0,2.0
BBP41212,0.0,1.607585
BBP41223,0.0,1.980358
BBP41224,0.0,1.328005
BBP41226,0.0,0.896986
BBP41229,0.0,1.234812
BBP41231,0.0,2.18
BBP41238,0.0,1.467795
BBP41246,0.0,1.316356
BBP41247,0.0,2.504571
BBP41260,0.0,0.78
BBP41262,0.0,1.95706
BBP41267,0.0,1.409549
BBP41275,0.0,2.644361
BBP41280,0.0,2.248289
BBP41292,0.0,2.143446
BBP41303,0.0,1.980358
BBP41304,0.0,2.4
BBP41320,0.0,2.003656
BBP41366,0.0,2.66
BBP41452K,0.0,4.54
BBP6131K,0.0,4.706263
BBP6173K,0.0,10.169721
BBP7594,0.0,8.538838
BBP7654,0.0,10.94
BBP7696,0.0,4.717912
BBP7710,0.0,6.779814
BBP7813,0.0,7.071043
BBP7814,0.0,7.455466
BBP7815,0.0,5.05
BBP7817,0.0,4.997492
BBP7821,0.0,5.24
BBP7823,0.0,5.15
BBP7825,0.0,7.665151
BBP7836,0.0,6.104163
BBP7848,0.0,5.148931
BBP7854,0.0,6.080864
BBP7857,0.0,4.32184
BBP7859,0.0,4.578122
BBP7862,0.0,4.42
BBP7865,0.0,5.381914
BBP7874,0.0,4.764509
BBP7876,0.0,5.871179
BBP7895,0.0,4.368437
BBP7924,0.0,6.96
BBPH1456,0.0,2.89
BBPH2300,0.0,16.82
BBPH2301,0.0,12.9
BBPH2309K,0.0,15.71
BBPH2333,0.0,17.39
BBPH2664,0.0,3.949067
BBPH2676,0.0,3.925769
BBPH5025,0.0,1.8
BBPH5044,0.0,2.586115
BBPH5045,0.0,2.16
BBPH5068,0.0,2.56
BBPH5078,0.0,3.250117
BBPH5081,0.0,2.609413
BBPH5082,0.0,2.69
BBPH5087,0.0,2.92394
BBPH5089,0.0,2.224991
BBPH5092,0.0,3.424855
BBPH5096,0.0,2.88
BBPH5585,0.0,3.273415
BBPH5593A,0.0,1.747375
BBPH5648,0.0,2.77
BBPH5649,0.0,4.01
BBPH5684Q,0.0,5.19
BBPH5753,0.0,3.250117
BBPH5781,0.0,3.81
BBPH5825,0.0,2.47
BBPH5843,0.0,11.26
BBPH5850,0.0,6.67
BBPH5860,0.0,3.436504
BBPH7002,0.0,8.42
BBPH7146,0.0,7.82
BBPH7265,0.0,3.972365
BBPH7289,0.0,3.890821
BBPH7298,0.0,7.03
